id,question,correctAnswer,answerA,answerB,answerC,answerD
120646,Two equivalents of this functional group react in a cascade of two consecutive rearrangements first reported by Banert.,B,Infrared spectroscopy,Azide,Ester,Wittig reaction
120659,"This hormone has been found to stimulate the release of TNF and promote osteoclast and osteoblast formation, and it is secreted in lower levels in patients with Stein-Leventhal syndrome.",C,Group (mathematics),Don Giovanni,Follicle-stimulating hormone,Hamiltonian (quantum mechanics)
120662,"In trinification theory, this process results in the transition from SU 3 sub L cross SU 3 sub R to SU 2 cross U 1 over Z 2.",A,Spontaneous symmetry breaking,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
120685,"In a paper promoting the TIP5P model of this compound, Mahoney and Jorgensen noted that incorporating terms for flexibility or polarizability does not improve accuracy in modeling its major density anomaly.",A,Water,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe,Group (mathematics)
189416,This man names a problem which asks how many integer pairs are contained within a circle of radius r. A function equal to the integral of e to the negative x squared is his namesake error function.,C,Leonhard Euler,Bessel function,Carl Friedrich Gauss,Fibonacci number
107498,"The HAARP project is currently studying it by artificially creating plasma in this area, and heating this region is one of the science goals of the Arecibo observatory.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Ionosphere,Group (mathematics)
120704,sign of the dependence of this effect on temperature depends on the dimensions of the space that this effect takes place in.,D,Magnetic field,Electric field,Pauli exclusion principle,Casimir effect
203696,The bite angle and the cone angle are usually defined for metals bonded to this element.,B,Titanium,Phosphorus,Bose-Einstein condensate,Aldol reaction
120717,One scheme for solving these types of problems which is useful in classical situations is the Lax-Phillips formalism.,B,Hamiltonian (quantum mechanics),Scattering,Georg Wilhelm Friedrich Hegel,Group (mathematics)
107501,"This enzyme uses its tyrosine-75, glycine-76, and threonine-77 residues to stabilize its substrate, and it can be irreversibly inactivated by diazoacetyl-DL-norleucine.",B,Group (mathematics),Pepsin,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe
120724,"These molecules have been found to rescue photoreceptors from degeneration in models of retinitis pigmentosa, and one example of them has been implicated in many leukemias as a downregulator of p16-INK4a.",D,Adenosine triphosphate,Cyclic adenosine monophosphate,Microtubule,Ribozyme
120733,"Lisi defined a ""universal reservoir"" for a quantum mechanical analogue of this quantity, which can be produced by Wick rotations on a Feynman path integral.",D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Action (physics)
189424,A basis is a set of these.,B,Hamiltonian (quantum mechanics),Vector (mathematics and physics),Don Giovanni,Group (mathematics)
107506,"Merten's theorem gives the exponent of this quantity as being proportional to a product over primes, and it can also be obtained through a double series summation, with one series summed over powers of 2.",B,Hamiltonian (quantum mechanics),Gamma,Pauli exclusion principle,Second law of thermodynamics
120760,"Algorithms for analyzing this property are attributed to Elston and Stewart and to Lander and Green, though the latter is limited to small pedigrees.",C,Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Genetic linkage,Group (mathematics)
120764,This property has been been observed in a four aluminum atom cluster compound and a tritungsten nonoxide anion.,B,Phonon,Aromaticity,Paramagnetism,Electric field
120781,"P-glycoprotein upregulates these complexes to facilitate the proliferation of dendritic cells, and one of their protein constituents has been found to associate with and regulate multiple growth- and transcription-related proteins, such as PTEN and c-Jun.",B,Group (mathematics),Microtubule,Hamiltonian (quantum mechanics),Don Giovanni
107514,"A gap in the readout of this procedure is used to find binding sites in the nuclease footprint assay, while a two-dimensional version uses isoelectric focusing in its second half.",A,Gel electrophoresis,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni
107523,"Components of the leaving group for this reaction begin in an antiperiplanar configuration, so that it obeys its own namesake rule.",A,Hofmann elimination,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
107531,Joseph Larmor proposed this in 1897 for electrons in orbit of a nucleus.,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Time dilation,Group (mathematics)
120919,"the Skagarans and the Briori have attacked this planet, taking several residents away for slave labor.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Earth,Group (mathematics)
107539,"In differential geometry, Liousville's equation is often employed to calculate one variety of this, while the Gauss-Bonet theorem relates the Euler characteristic to another variety.",C,Hamiltonian (quantum mechanics),Group (mathematics),Curvature,Don Giovanni
120948,The Cornolla kind of this feature are located on the Kurnell peninsula and the Akrotiri kind are located on Cyprus.,A,Dune,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
120976,"This material was first described by F. E. Brckmann in Jchymov in what is now the Czech Republic, though it was officially discovered by Martin Klaproth in Johanngeorgenstadt.",D,Wolff-Kishner reduction,Abscisic acid,Triton (moon),Uranium
107554,"The expression of sgk-1 is heightened in this region in response to stress or damage, but interestingly not methamphetamine intake.",A,Hippocampus,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics)
121048,"Onuchic and Wolynes borrow the formulation of ""minimal frustration"" from the statistical mechanics of spin glasses to describe this process.",A,Protein folding,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
121082,"The polymerization energy of one form of this protein is given in an assay using concentrated dextran, which decreases its solubility via crowding effects.",D,Ester,Citric acid cycle,Cyclic adenosine monophosphate,Hemoglobin
121085,"This phenomenon is incorporated in a neuron model derived by Abbott and Kepler that, save for that feature and a time-dependent threshold factor, is a type of Hopfield model.",B,Hamiltonian (quantum mechanics),Hysteresis,Group (mathematics),Don Giovanni
209165,The acceleration of some Claisen rearrangements in emulsions of this substance was studied by Karl Barry Sharpless.,C,Hamiltonian (quantum mechanics),Group (mathematics),Water,Georg Wilhelm Friedrich Hegel
121122,An anisotropy in this effect results especially from planar configurations and is named for Goldansky and Karyagin; that anisotropy results from the anisotropy due to normal modes of the expected value of x2.,B,Thermoelectric effect#Seebeck effect,Mossbauer effect,Spin (physics),Electric field
121140,"Clofibrate and salicilic acid increase levels of this compound in rats, a result attributed to their agonistic effect on PPAR alpha.",B,Hamiltonian (quantum mechanics),Oxidative phosphorylation,Georg Wilhelm Friedrich Hegel,Group (mathematics)
107691,Michaels rule applies to summing a quantity by this name for multi-quark systems.,A,Lattice energy,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
121142,"When this process is induced by a magnetic field in a paramagnetic system, the critical field for the onset of instability decreases with layer thickness.",B,Thermoelectric effect#Seebeck effect,Convection,Piezoelectricity,Spin (physics)
106600,"Respiratory chain dysfunction in these has been linked to ALS and Alzheimers, while Leighs disease is caused by a mutation within them.",D,Transcription (genetics),Tay-Sachs disease,Alzheimer's disease,Mitochondrion
121148,"An ester modification of this reaction was improved by the use of bis (2,2,2-trifluoroethyl) groups, KHMDS and crown ethers.",C,Grignard reaction,Claisen condensation,Wittig reaction,Aldol reaction
121158,Theories that do not include this substance include John Moffat's theory that G over c holds constant over time but neither quantity does individually and one proposed by Bekenstein called TeVeS.,B,Group (mathematics),Dark matter,Bose-Einstein condensate,Bessel function
121165,"One reaction that produces this functionality sees saponification follow peroxide oxidation of aryl aldehydes or ketones, and another reaction uses a DABCO [dab koh] catalyst to form allylic ones.",C,Don Giovanni,Hamiltonian (quantum mechanics),Alcohol,Group (mathematics)
121175,The sum of certain quantities that arise in this field gives the entropy by Pesin's theorem.,C,Group (mathematics),Hamiltonian (quantum mechanics),Chaos theory,Don Giovanni
121183,One modification to the Hunsdiecker reaction uses molybdenum (VI) and one of these compounds.,B,Group (mathematics),Ester,Transcription (genetics),Hamiltonian (quantum mechanics)
121193,A common source of these particles is a device named for Farnsworth and Hirsch.,A,Neutron,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
121246,de Haas and Biermasz found an expression for this quantity for phonons.,D,Hamiltonian (quantum mechanics),Group (mathematics),Johann Wolfgang von Goethe,Mean free path
121252,"An extension of these theories that account for a magnetic field was formed by Salsbury, Grace, and Harris, and one that incorporates a paramagnetic current were developed by Vignale and Rasolt.",C,Don Giovanni,Hamiltonian (quantum mechanics),Density functional theory,Group (mathematics)
121263,This quantity is given by the Vogel-Fulcher-Tammann equation near the glass transition temperature.,B,Hamiltonian (quantum mechanics),Viscosity,Georg Wilhelm Friedrich Hegel,Group (mathematics)
121284,The protein synthesized in the most copies in E. coli is an alpha helix rich lipoprotein discovered by Braun; one-third of those copies bind covalently through the C-terminal lysine to this substance.,B,Georg Wilhelm Friedrich Hegel,Peptidoglycan,Group (mathematics),Hamiltonian (quantum mechanics)
107597,"The Hilbert Basis Theorem guarantees that if one of these is Noetherian, then the polynomials over it are also Noetherian.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Ring (mathematics)
121296,This technique is employed by the algorithm used to account for rain stoppages in one-game cricket matches and by an algorithm that finds the most likely trajectory of hidden states to result in a given sequence of observations named for Viterbi.,A,Dynamic programming,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
121301,"A reagent with two atoms of this element and two of chlorine appears in the Herz reaction, used in dye chemistry.",D,Group (mathematics),Hamiltonian (quantum mechanics),G. E. Moore,Sulfur
121309,One chloride of this element may be used with dibromomethane and zinc metal to convert ketenes to allenes in a method found independently by Lombardo and Takai.,A,Titanium,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni
121321,"An early theory of phenomena linked to these particles, supposed that they involved a cascade of gamma ray and positron-electron pair production.",C,Group (mathematics),Don Giovanni,Cosmic ray,Hamiltonian (quantum mechanics)
107605,This reaction has an acid-catalyzed analogue that is essentially a reverse Fischer reaction.,D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Saponification
121345,"The magnetization of the free layer of a ferromagnet is given as the sum of four forms of this quantity, including the Slonczewski form and the Landau-Lifshitz form.",D,Hamiltonian (quantum mechanics),Group (mathematics),Johann Wolfgang von Goethe,Torque
121347,"This compound's total synthesis involves the cyclization of methionine to create alpha-corrnorsterone, which contains this compound's D-ring.",C,Hamiltonian (quantum mechanics),Group (mathematics),Vitamin B12,Georg Wilhelm Friedrich Hegel
121358,Matveev developed a two-parameter model to predict which type of these objects will form.,A,Cloud,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics)
107612,"The Kabat numbering scheme is a widely adopted standard for numbering the residues in these, however, the Chothia scheme is considered to be more accurate.",D,Niacin,Alcohol,Amine,Antibody
107618,"One reactant for this reaction is best prepared by an S N 2 nucleophilic addition of a triphenyl compound, followed by elimination of the hydrogen halide by an organolithium reagent.",C,Aldol reaction,Wolff-Kishner reduction,Wittig reaction,Ketone
107621,"The Leibniz formula expresses this in terms of permutations, and a theorem of Hadamard provides an upper bound for these with entries in the unit disk.",D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Determinant
121470,This is the first name of the protagonist of Marisha Pessl's novel Special Topics in Calamity Physics.,B,The Phenomenology of Spirit,Blue,Albert Bandura,Willard Van Orman Quine
107633,"Redpath, Thaden, and Fong found that E. Coli could be transformed from streptomycin-sensitive to streptomycin-resistant in the presence of this.",C,Don Giovanni,Hamiltonian (quantum mechanics),Cherenkov radiation,Group (mathematics)
204814,"The intensity of this process for electrons is proportional to the structure factor squared, and one parameter for this phenomenon measures the ratio of aperture size squared to the product of distance and wavelength.",C,Pauli exclusion principle,Thermoelectric effect#Seebeck effect,Diffraction,Spin (physics)
107638,This statement is invoked in the proof of the Nielsen-Schreier Theorem as well as the theorem that every field has an algebraic closure.,A,Axiom of choice,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
121565,Yoko Kawashima Watkins wrote a novel entitled So Far From [this kind of] Grove.,B,Georg Wilhelm Friedrich Hegel,Bamboo,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe
121573,examples of these structures has a 4 domain leader sequence whose looping changes with the concentration of the namesake compound; those loops can be called to repress these constructs via attenuation.,C,Hamiltonian (quantum mechanics),Group (mathematics),Operon,Transcription (genetics)
121578,studies by Kyle and Kirsch suggest that this region under the Erebus province of Antarctica may contain unusually low amounts of iron oxide.,D,Abscisic acid,The Guide for the Perplexed,Ming Dynasty,Mantle (geology)
121584,"and Hechner-Levy use a value called this ""capacity"" which, multiplied by this quantity, gives the concentration of a chemical in a medium.",B,Henry's law,Fugacity,Vapor pressure,Arrhenius equation
121589,"form of this phenomenon that results from interactions with sound waves in crystals is named for Schaefer and Bergmann, and one that occurs on sound waves in water is named for Debye and Sears.",C,Group (mathematics),Hamiltonian (quantum mechanics),Diffraction,Don Giovanni
121595,"statistics, this term describes the probability of rejecting the null hypothesis when it is indeed false, or the probability of not committing a type II error; that quantity, which increases with sample size, is given by 1 minus beta.",C,Hamiltonian (quantum mechanics),Group (mathematics),Power (physics),Georg Wilhelm Friedrich Hegel
121597,"Azolla ferns form symbiotic relationships with Anabaena cyanobacteria to help the ferns in this process, and some cyanobacteria used specialized structures called heterocysts to perform it.",A,Nitrogen fixation,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
121609,theory which accurately predicts this quantity at low temperatures is based on the assumption that vibrational modes exhibit a linear relationship at longer wavelengths; that model gives this quantity as proportional to the cube of temperature below a namesake threshold.,A,Heat capacity,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
121613,"phylum may contain the extinct conulata, which may also belongs to its own phylum.",B,Hamiltonian (quantum mechanics),Cnidaria,Georg Wilhelm Friedrich Hegel,Group (mathematics)
121618,"free energy is plotted against this quantity in Ellingham diagrams, and sudden jumps in this quantity on the order of 10^(-6) seconds are used in studying enzyme kinetics.",D,Titration,Microtubule,Enthalpy,Temperature
121620,"Valves of Kirkring and Solitary Glands are found in this organ, as are the ""Central Lacteal"" portions of lymphatic vessels.",C,Group (mathematics),Hamiltonian (quantum mechanics),Small intestine,Georg Wilhelm Friedrich Hegel
121627,"electromigration theory, the median failure time is function of this quantity and current density according to Black's equation.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Activation energy,Hamiltonian (quantum mechanics)
121639,"mass matrix of these particles has an eigenvalue on the Dirac scale, and another eigenvalue on the Majorana scale; the balance between those eigenvalues explains the seesaw mechanism for their unusual properties.",B,Don Giovanni,Neutrino,Hamiltonian (quantum mechanics),Group (mathematics)
121646,"of an agonist for this compound into the pontine tegmentum stimulates REM sleep in certain organisms, while cells producing this compound that project to the neocortex are primarily found in the basal nucleus of Meynert.",A,Acetylcholine,Cholesterol,Tuberculosis,Chlorophyll
121652,accelerates the isomerization of one type of these compounds in a zipper-like fashion.,A,Alkyne,Epoxide,Amine,Ketone
121655,most common examples of these compounds can be purified on the laboratory scale by complexation with DBU which eliminates more complex forms from mixtures containing them.,B,Georg Wilhelm Friedrich Hegel,Fullerene,Group (mathematics),Hamiltonian (quantum mechanics)
121656,"equation that relates the product of the mass density and the velocity of a fluid to the divergence of the stress tensor is called this man's ""momentum equation.",C,Angular momentum,Moment of inertia,Augustin-Louis Cauchy,Spin (physics)
121663,"one form of this technique, Sinapinic acid and CCA form a matrix in which the analytes are embedded after zip tipping.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Mass spectrometry,Group (mathematics)
121667,KNOX genes play a role in the growth and coordination of this tissue.,B,Don Giovanni,Vascular cambium,Group (mathematics),Hamiltonian (quantum mechanics)
121672,"statement implies that for the liquid drop model, isotopes with unequal numbers of protons and neutrons will have a lower binding energy that decreases with the square of the number difference.",C,Thermoelectric effect#Seebeck effect,Spin (physics),Pauli exclusion principle,Helmholtz free energy
121681,"Wang used the letter ""B"" to indicate a simplified variety of these objects, while Martin Davis appended Emil Post's name to another reduced variety of them.",C,Don Giovanni,Hamiltonian (quantum mechanics),Turing machine,Group (mathematics)
121687,"wasn't performed by Rutherford, but this experiment was independently verified by George Thomson, who observed weak edges of an Airy disk.",A,Davisson-Germer experiment,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics)
121694,"proteins bind one end of these structures and help inhibit a process called ""catastrophe.",B,Xylem,Microtubule,Titration,Ribosome
121698,"of the most accurate thermodynamic models describing them is the FJC model, and in that model, they can be thought of as various segments whose dimension is the Kuhn length.",B,Fugacity,Polymer,Electron,Electronegativity
205969,Antibodies to this organelle are tested for by using immunofluorescence against permeabilized HEp-2 cells.,D,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni,Cell nucleus
121709,"Voigt developed a set of tensor equations to describe the linear behavior of materials exhibiting this effect, and a rank-3 tensor with 18 coefficients is used to describe materials with this property.",A,Piezoelectricity,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
121714,Frenet-Serret formulae relate torsion and this quantity to a set of three vectors.,A,Curvature,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni
121721,"was used to show that short range motions in enzymes are important to the tunneling of these particles, while in carbonic anhydrase, the His-64 residue participates in a reaction that results in the transfer of one of these objects from a molecule coordinated to a zinc atom.",C,Hamiltonian (quantum mechanics),Group (mathematics),Proton,Don Giovanni
211435,"Sodium metabisulfite is added to the tissue sample to diagnose this disease, which is caused by a   single substitution of valine for glutamic acid.",B,Transcription (genetics),Sickle-cell disease,Group (mathematics),Hamiltonian (quantum mechanics)
205974,"One method of generating this kind of state is required for superdense coding, and is done by separating out systems with bias either over or under pi over four; that method is named for Procrustes.",C,Fugacity,Electronegativity,Quantum entanglement,Viscosity
121735,"forms of these entities should allow Mirrlees's Index of Discouragement to be equal for all goods, according to a rule that was modified to create the ""inverse elasticities"" rule for them.",A,Tax,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics)
121736,probability of absorption via this effect is proportional to the cube of the atomic number and linearly with the mass density.,C,Pauli exclusion principle,Cherenkov radiation,Photoelectric effect,Thermoelectric effect#Seebeck effect
121742,"acid is sometimes used as an organic activator for this process, while a ""dynamic"" form of it was first applied to EPDM compounds and generally improves the properties of thermoplastic elastomer blends.",B,Group (mathematics),Vulcanization,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
207004,"A culture on this planet uses a calendar that includes the month of Minous, during which trees bear fruit twice.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Earth,Hamiltonian (quantum mechanics)
121748,"and Martin showed the use of a hypervalent form of this element, in which it is bound to three acetoxy groups, in the oxidation of alcohols into aldehydes.",B,Don Giovanni,Iodine,Hamiltonian (quantum mechanics),Group (mathematics)
121751,JAR1 protein conjugates one of these compounds to the phytohormone jasmonic acid.,B,Group (mathematics),Amino acid,Transcription (genetics),Hamiltonian (quantum mechanics)
121756,"the measurement of this property, Taylor vortices are eliminated in ""Cup and bob"" instruments, and for ideal gases, this quantity scales with the three-halves power of relative temperature.",B,Turbulence,Viscosity,Thermoelectric effect#Seebeck effect,Electronegativity
121760,2 by 4 rectangle in a 4 variable Karnaugh map may be expressed as an expression with this many variables.,B,Arrow's impossibility theorem,1 (number),Riemann zeta function,George Orwell
107675,A recently discovered exciton-polariton system may have the properties of one of these combined with those of a laser.,D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),Superfluid helium-4
121765,"idea is based on the assumptions that linkage disequilibria must frequently oscillate, and it was originally described it as a corollary to the law of constant extinction.",A,Red Queen hypothesis,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
121769,topological proof for this statement relies on the contradiction that two curves with different winding numbers would have a homotopy if this statement were not true.,A,Fundamental theorem of algebra,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
121790,"squamous cell carcinomas, layers of these proteins form concentric rings resulting in a structure called a namesake ""pearl.",A,Keratin,Peroxisome,Collagen,Mitochondrion
121796,man developed a statement which gives the probability of the occurrence of a transition during a perturbation.,A,Enrico Fermi,Spin (physics),Davisson-Germer experiment,Pauli exclusion principle
121804,"plots, which relate the boiling point of a solution to the boiling point of water, can only be applied in conditions where this relation holds.",B,Josiah Willard Gibbs,Raoult's law,Bessel function,Prime number
121809,amalgam of mercury and this element is used in the Emde modification of the Hofmann degradation to reduce quaternary ammonium salts.,C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Sodium,Hamiltonian (quantum mechanics)
121817,"affinity of this protein for its substrate is decreased by 2,3-bisphospho-glycerate.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hemoglobin,Hamiltonian (quantum mechanics)
121822,"Karman's ""logarithmic law of the wall"" describes the behavior of this phenomenon near an unbounded wall.",B,Piezoelectricity,Turbulence,Thermoelectric effect#Seebeck effect,Diffraction
121824,Psi element of this agent is responsible for the packaging of its genome and interacts with the Gag and Rev proteins in this agent.,D,Group (mathematics),Hamiltonian (quantum mechanics),G. E. Moore,HIV
121838,"the Woodward cis-hydroxylation, an alkene is converted into a diol using this compound as the solvent.",B,Hamiltonian (quantum mechanics),Acetic acid,Georg Wilhelm Friedrich Hegel,Group (mathematics)
121841,and bacilibactin are bacterial compounds which have a high affinity for one ion of this element.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Iron
121846,"end product of this pathway is decarboxylated by TPP and transferred onto a lipoic acid arm after which it is released as a thioester, and the fact that cancer cells primarily utilize this pathway was observed by Otto Warburg.",B,Adenosine triphosphate,Glycolysis,Abscisic acid,Glycogen
121851,"SBM theory attempts to describe enhanced nuclear relaxation in NMR in the presence of dissolved ionic species with this property; in that theory, ions with this property contribute unpaired electron density to enhance relaxation.",B,Group (mathematics),Paramagnetism,Don Giovanni,Hamiltonian (quantum mechanics)
121859,"substance is subjected to the chemical oxygen demand and biochemical oxygen demand tests, and measurements of its quality include TSS and TDS.",B,Hamiltonian (quantum mechanics),Water,Group (mathematics),Georg Wilhelm Friedrich Hegel
121864,man lends his name to a U-shaped apparatus which gives the viscosity as a function of the time required for a volume to flow through the capillary tube.,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Wilhelm Ostwald,Group (mathematics)
121869,"method of determining certain modifications of this substance involves treating it with bisulfite, and a type of bonding named for Hoogsteen is sometimes observed in this substance.",A,DNA,Group (mathematics),Hamiltonian (quantum mechanics),Transcription (genetics)
121872,"beam theory, the bending moment is given by this quantity times the moment of inertia times the curvature of the beam.",B,Don Giovanni,Young's modulus,Hamiltonian (quantum mechanics),Group (mathematics)
107694,Mu metal can lose its favorable characteristics under extreme operating conditions because this value for mu metal is less than the annealing point.,A,Temperature,Spin (physics),Second law of thermodynamics,Vapor pressure
121878,alternative method of stating this law is that its namesake substances must have a compressibility factor of unity.,A,Ideal gas law,Raoult's law,Henry's law,Arrhenius equation
121883,theorem is be used to show that an infinite set of these with common intersection points can be constructed given four of these which intersect at one point.,D,Group (mathematics),Transcription (genetics),Hamiltonian (quantum mechanics),Circle
121887,This molecule's 3-methyl derivative is prevalent in actin and myosin and is used as a marker to detect starvation.,D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Histidine
121896,"Two of its products play a role in fetal brain maturation, and OATP1C1 and MTC8 have been implicated in their transport across the blood-brain barrier.",C,Hamiltonian (quantum mechanics),Group (mathematics),Thyroid,Georg Wilhelm Friedrich Hegel
121910,The reaction of chloroyl-CoA with glycine is one step in the glycine conjugation pathway conducted in this organ.,B,Niacin,Liver,Cholesterol,Glycogen
107700,"These bodies contain a feature known for Kohn that are maintained by rings of their primary type of cell and crescents of the secondary type; those are Kohns pores, which are sometimes name for these structures.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Pulmonary alveolus
121914,"This distribution's moment-generating function is e raised to the product of m and quantity e to the x minus one, where m is its mean.",B,Arrow's impossibility theorem,Poisson distribution,Henry's law,Bessel function
121916,"The illusion theory of this property claims that it is a ""virtual property"", and exploits the 4+2 structure of its natural concept to claim that it does not exist in nature.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Color
121923,A version of spectroscopy that is free of one form of this effect uses a standing wave to give radiation to a moving atom and is named for its two-photon transition.,B,Don Giovanni,Doppler effect,Group (mathematics),Hamiltonian (quantum mechanics)
121928,"This man invented and names a flask with two still heads, one holding a capillary and the other a thermometer.",A,Rainer Ludwig Claisen,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
121939,"Trypanosomes deal with these entities in a mechanism involving the SL molecule, and that mechanism typically involves BBP binding to these entities.",A,Intron,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
121946,"As heterocyclic chemical compounds, rings containing multiples of this functional group are useful as phase transfer catalysts.",B,Aldol reaction,Ether,Ketone,Grignard reaction
206011,"Active galaxies exhibit a spike of four orders of magnitude in this quantity known as the ""big blue bump.""",A,Luminosity,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
121958,One consequence of this theory is that the hyperbolic tangent of the sums of rapidities is equivalent to the sums of their hyperbolic tangents divided by one plus the product of their hyperbolic tangents.,B,Bose-Einstein condensate,Special relativity,Pauli exclusion principle,Refractive index
121961,Preparation of certain polymers for this technique typically involves dissolving in a non-hygroscopic solvent before applying the sample to a cell.,C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Infrared spectroscopy,Group (mathematics)
121969,"Recent results have shown that S100B levels in the serum can indicate progression of this disease, and neuron-specific enolase levels can be used to measure its morphological status.",B,Group (mathematics),Alzheimer's disease,Don Giovanni,Hamiltonian (quantum mechanics)
121974,"The protein mutated in this disease is anchored to the cytoskeleton via a C-terminal PDZ-interacting domain, and also contains a pair of transmembrane domains with six helices each.",B,Adenosine triphosphate,Cystic fibrosis,Amino acid,Antibody
121978,These types of molecules can be formed from Fenton's reagent.,D,Zinc,Polymer,Aldehyde,Radical (chemistry)
121990,"The X(3872) particle discovered in the BELLE experiment has been theorized to be an exotic variety of this type of particle, as is the glueball hypothesized to consist of gluons only.",C,Hamiltonian (quantum mechanics),Group (mathematics),Meson,Don Giovanni
121992,Acellular mesoglea are gelatin-like layers that separate the gastrodermis that line the gut in this phylum.,A,Cnidaria,Mitochondrion,Sponge,Spleen
121994,"Invitrogen Dynabeads have this property and are useful for immunoprecipitation assays, and nanobeads with this property can be used for solid-phase cDNA generation.",A,Paramagnetism,Viscosity,Diffusion,Bose-Einstein condensate
121999,A xanthate intermediate is eliminated to give the syn product in an elimination of this functionality to alkenes.,C,Hamiltonian (quantum mechanics),Don Giovanni,Alcohol,Group (mathematics)
206019,"This element is necessary for proper activation of glutamine synthetase in astrocytes, and this element is also given to patients suffering from prolidase deficiency.",A,Manganese,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni
122005,"This is the number of pitch-classes in Pierre Boulez's ""Sacher"" chord.",B,Georg Wilhelm Friedrich Hegel,6 (number),Hamiltonian (quantum mechanics),Group (mathematics)
122007,"This organ is separated into right and left halves by the angular incisure, below which lies its antrum, where G cells and D cells are located.",A,Stomach,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
122012,A metric version of this problem is the subject of the Christofides algorithm.,A,Travelling salesman problem,Raoult's law,Clausius-Clapeyron relation,Pauli exclusion principle
107718,A semi-empirical formula for an anomalous version of this phenomenon scales as one over the magnetic field strength can be derived by assuming the collision frequency equals the cyclotron frequency.,B,Pauli exclusion principle,Diffusion,Raman scattering,Thermoelectric effect#Seebeck effect
122023,The Clausius-Clapeyron equation assumes the change in this to be zero.,C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Gibbs free energy,Group (mathematics)
107719,Evans developed a diastereoselective version of this reaction that features the formation of a reactive oxazolidinone derivative.,B,Don Giovanni,Aldol reaction,Group (mathematics),Hamiltonian (quantum mechanics)
122037,"The presence of these proteins in apoptotic blebs may be responsible for the development of autoantibodies in Lupus, and variants of them include CenpA and 2AX, the later of which is an indication of repair.",B,Don Giovanni,Histone,Hamiltonian (quantum mechanics),Group (mathematics)
